Cell Line,Cancer Type,Tissue,17-AAG,681640,A-443654,A-770041,ABT-263,ABT-888,AG-014699,AICAR,AKT inhibitor VIII,AMG-706,AP-24534,AS601245,ATRA,AUY922,AZ628,AZD-0530,AZD-2281,AZD6244,AZD6482,AZD7762,AZD8055,Axitinib,BAY 61-3606,BI-2536,BIBW2992,BIRB 0796,BMS-509744,BMS-536924,BMS-708163,BMS-754807,BX-795,Bexarotene,Bicalutamide,Bleomycin,Bortezomib,Bosutinib,Bryostatin 1,CCT007093,CCT018159,CEP-701,CGP-082996,CGP-60474,CHIR-99021,CI-1040,CMK,Camptothecin,Cyclopamine,Cytarabine,DMOG,Dasatinib,Docetaxel,Doxorubicin,EHT 1864,Elesclomol,Embelin,Epothilone B,Erlotinib,Etoposide,FH535,FTI-277,GDC-0449,GDC0941,GNF-2,GSK-1904529A,GSK-650394,GSK269962A,GW 441756,GW843682X,Gefitinib,Gemcitabine,IPA-3,Imatinib,JNJ-26854165,JNK Inhibitor VIII,JNK-9L,JW-7-52-1,KIN001-135,KU-55933,LAQ824,LFM-A13,Lapatinib,Lenalidomide,MG-132,MK-2206,MS-275,Methotrexate,Midostaurin,Mitomycin C,NSC-87877,NU-7441,NVP-BEZ235,NVP-TAE684,Nilotinib,Nutlin-3a,OSI-906,OSU-03012,Obatoclax Mesylate,PAC-1,PD-0325901,PD-0332991,PD-173074,PF-02341066,PF-4708671,PF-562271,PHA-665752,PLX4720,Paclitaxel,Parthenolide,Pazopanib,Pyrimethamine,QS11,RDEA119,RO-3306,Rapamycin,Roscovitine,S-Trityl-L-cysteine,SB 216763,SB590885,SL 0101-1,Salubrinal,Shikonin,Sorafenib,Sunitinib,TGX221,TW 37,Temsirolimus,Thapsigargin,Tipifarnib,VX-680,VX-702,Vinblastine,Vinorelbine,Vorinostat,WH-4-023,WZ-1-84,XMD8-85,Z-LLNle-CHO,ZM-447439
LK-2,blood,lymphoblastic_T_cell_leukaemia,-1.698125,2.335183,,,1.414136,6.327633,2.045735,8.043257,5.361852,2.863387,2.095355,1.87683,7.097546,-2.285092,,,6.730381,5.890922,4.454093,0.381047,-1.315855,2.750147,3.595674,,2.62205,6.365915,,,4.789288,-1.07516,2.157885,3.923457,4.507143,0.524261,,4.08099,-3.99339,5.616092,3.968474,-0.847875,,,4.991404,7.150415,,-3.337238,,-0.775302,8.55142,,-6.488962,-0.542885,4.516093,-3.9277,2.889697,-5.327672,,0.341862,-0.074448,3.53498,6.79625,3.543009,,3.794061,7.055651,,2.905866,,4.087158,0.735071,3.375608,,3.633299,7.166748,-0.163159,,,5.501157,-3.965132,6.16268,,6.316906,,3.072474,,-1.14725,1.312518,-1.026845,3.99817,5.104661,-2.563263,,5.279969,7.035215,3.311059,2.875893,-2.983193,2.147594,2.897177,4.784585,1.300553,,4.288556,2.713779,,7.196275,,,0.972933,,5.255676,4.553832,5.791293,,,,7.288629,6.326187,5.411484,,2.14835,,,,0.40775,-1.123377,-6.529731,0.0584,,4.813532,-4.892475,-4.381575,2.343807,,,,,0.498312
LN-405,blood,Myeloma,-0.87497,4.683173,,,5.064824,5.613415,1.859219,8.022155,3.81294,3.212768,1.142688,3.093374,6.818451,-0.296257,,,5.031776,3.459414,0.893889,0.506736,0.247022,4.9889,4.089858,,3.748596,6.048909,,,3.879423,3.154136,3.174742,5.863803,4.473956,5.997387,,5.094906,-2.270392,3.385884,2.136709,0.54434,,,5.597341,5.880995,,-1.814153,,4.032064,7.385053,,-5.349613,0.588582,5.289406,-2.194313,2.936101,-1.993383,,4.055391,2.473749,4.839056,6.353896,1.424862,,4.103172,7.190278,,5.199622,,1.000091,2.471888,7.931929,,4.004266,6.167372,-0.009285,,,5.581191,-1.865706,6.423018,,5.349185,,1.91644,,2.814964,4.002204,0.767455,5.197741,4.848786,-2.751169,,5.043242,6.064008,4.872047,6.755275,0.3312,4.891454,2.426576,5.008846,4.329276,,3.03958,5.475127,,3.872923,,,3.961381,,6.661955,3.676503,5.367361,,,,5.307325,4.733522,4.198596,,1.933646,,,,0.459809,-1.845702,-0.151914,4.054831,,5.049446,-2.879215,-1.406352,1.743941,,,,,3.633502
LNCaP-Clone-FGC,digestive_system,large_intestine,-0.223094,3.030998,2.912075,4.500524,4.659281,5.702164,3.473981,9.025285,2.34774,5.07366,3.232771,4.303961,6.881359,-2.505261,4.110756,6.185337,5.70513,5.979836,0.878498,0.366859,-1.040897,3.551097,0.780662,3.735327,2.735978,6.067703,4.933342,4.592633,6.119112,2.0613,3.420987,6.798024,3.720552,2.90775,-1.219899,4.990511,-1.564179,6.773241,2.925183,-1.042481,6.067851,1.857422,5.169694,5.478814,6.646738,-3.472695,7.02916,0.271535,8.073019,5.783115,-6.604942,-1.587333,2.663895,-4.863156,3.08748,-5.458863,6.178655,3.157663,3.071229,4.157209,6.294848,-0.227734,5.929967,2.557331,7.492254,5.784147,4.256797,3.684379,3.178931,0.976125,3.858176,4.731335,0.194476,6.374499,-0.101683,2.431135,6.061603,6.526181,-3.023021,5.184743,5.149701,5.742678,3.398798,-0.493502,4.058817,2.259467,3.564887,-0.798321,7.402932,2.863347,-3.281117,2.408981,4.548461,0.971983,3.652311,3.435441,0.833353,3.062248,3.195671,2.624607,5.039757,4.492877,4.139865,3.616047,4.964515,7.06825,1.847649,6.87526,2.514308,5.734968,2.597264,6.018173,4.856116,3.076243,7.230094,6.475647,5.505463,5.771985,7.031515,6.390301,3.727953,5.631642,6.782333,7.326512,-0.20912,-1.692463,-3.436219,2.4385,6.277653,4.692032,-4.794032,-4.021037,1.917515,6.172447,8.028916,6.667591,2.962778,4.083712
LOUCY,digestive_system,large_intestine,2.109225,2.025707,-1.846229,3.491095,-5.752218,6.357435,4.074465,8.157741,5.596778,4.993623,1.500587,4.219765,0.920508,-5.288502,3.828636,5.848388,5.733533,1.632588,2.981791,-0.640459,-0.549188,4.254385,1.295794,-3.887208,4.103156,6.496983,3.817717,5.158289,6.162559,1.733731,0.728629,4.682787,5.205534,-4.611703,-8.135357,3.688703,-0.218187,4.530034,3.480392,-1.087644,6.101674,-2.776718,5.207782,4.597313,3.027638,-3.654982,7.399443,0.450336,2.336919,5.276055,-2.362116,-3.848241,4.474001,-3.488098,1.629089,-5.438485,4.923559,-1.733872,2.996605,4.347705,6.645884,1.043768,5.290666,4.926527,4.621054,0.142158,5.324014,-4.142208,3.412247,-3.879484,4.964252,5.908172,3.023222,6.068823,-2.193061,-2.749803,5.886971,4.040151,-4.765821,13.784978,5.763892,6.409885,-1.368223,-0.626207,-0.456276,2.631662,-0.216919,-3.642339,7.83402,4.656745,-3.114297,5.208065,4.776939,3.453009,5.105122,4.19647,-6.346782,-0.194745,2.858642,0.812432,1.039015,4.537296,4.849969,0.815929,5.771667,1.108525,-4.86,3.526561,6.86443,2.392494,6.653426,4.145484,5.081547,0.436041,3.469644,-0.734984,6.407696,4.618517,2.416109,4.291355,-0.534333,6.169126,2.483864,7.124834,-1.405076,-1.815264,-3.509118,5.656943,1.159059,5.467092,-4.541544,-4.63675,-0.843881,6.332266,3.831477,4.800638,2.621503,0.42572
LOXIMVI,digestive_system,large_intestine,-4.205671,2.362618,-0.226737,2.430807,4.465888,3.818759,5.721983,6.346103,4.884963,5.234837,2.688311,4.032158,5.524025,-3.762114,2.799283,3.520247,4.316072,-0.15252,,-1.712911,-0.595611,1.893348,0.978273,-1.77498,3.280299,6.972363,3.479156,2.555205,5.296027,1.2574,0.409141,5.86515,4.433467,-0.793361,-5.654977,-0.099335,-0.355749,5.918883,2.133893,-3.645285,6.352276,-1.599651,-0.530477,-1.015948,2.991463,-6.701779,3.981332,-2.01435,5.841948,-1.155073,-6.553547,-0.943695,5.81262,-4.582452,2.861364,-0.958281,5.898503,2.991992,2.632611,4.271467,6.416055,0.71336,4.088849,-0.448407,7.174629,3.408247,3.771848,-2.077572,0.997946,-6.440315,4.82492,4.763167,2.58,6.024575,-0.740665,-2.078215,6.440371,4.121267,-4.933598,6.284116,5.572989,4.629904,4.124333,2.837366,0.65897,-1.600182,2.077983,-1.042691,6.245077,2.182959,-4.200658,0.726512,4.226157,1.349824,0.956318,5.363885,-2.782509,2.420916,-3.234287,0.648296,4.869937,5.761296,6.75588,3.507593,5.404264,1.116773,-2.655251,6.341274,5.930349,2.566042,2.972049,-0.741136,2.156057,3.32522,4.052992,1.869952,6.13192,1.159379,6.701106,5.068364,-0.887092,5.57267,2.788461,7.93238,-1.306717,-4.528947,-5.814744,4.655113,4.963704,4.487897,-6.405921,-2.673235,0.542966,3.4286,6.927832,5.129324,4.479239,1.790514
LS-1034,digestive_system,large_intestine,1.690662,4.538789,-0.461981,2.809499,4.674986,4.764525,5.270021,9.256231,3.595589,4.753003,3.885816,4.476827,7.137243,-3.172301,3.189024,5.090454,5.12954,2.193288,5.996619,1.734994,1.952193,4.284985,2.10612,-0.942788,1.825687,6.995582,2.004516,-0.277401,3.888951,-3.077849,5.180929,4.897101,4.402384,3.566024,-3.659144,5.26901,-0.203689,6.137388,5.895317,4.863238,4.582903,-1.367517,5.311002,2.682065,4.822056,-1.673073,6.217464,4.467285,7.853027,4.405603,-2.277877,-0.955777,5.778332,3.148177,4.048015,-6.999852,5.213949,3.500056,1.713595,4.448263,4.828644,4.1342,4.334167,4.659954,3.264824,5.874574,5.596432,-2.817816,2.191265,0.325342,6.633064,5.369205,4.753256,6.722721,0.652746,-1.010943,6.353382,6.33869,-3.861021,6.747514,4.940498,6.365522,2.872536,5.506412,2.667052,1.926837,-0.099516,-3.501145,6.880993,4.774305,-0.711186,-0.452871,5.226497,5.610165,-1.304443,0.520981,-0.418258,2.594922,-1.646285,5.213531,4.603673,5.199843,6.860385,3.889683,5.305073,6.672286,-2.521359,5.749937,6.827968,2.907527,4.160508,0.482046,5.416001,-0.187555,4.820113,1.021661,4.815513,6.017494,6.163001,4.992325,1.010565,5.241162,5.039019,6.581038,0.310717,0.495995,-3.541176,0.899688,1.91052,4.27574,0.136858,-1.531625,2.148778,4.355163,2.829195,3.267134,1.880469,4.205101
LS-123,lung,lung_small_cell_carcinoma,0.32998,5.16031,-1.08737,2.188882,4.601313,5.676682,5.862403,7.891504,4.02367,5.104335,4.04138,2.63283,6.883957,-3.715121,2.359377,1.704174,4.707676,1.286007,1.948263,0.594508,0.221169,5.012008,2.42068,-1.837778,1.319846,6.87185,3.893489,1.809204,4.592415,0.529106,2.158145,4.454775,4.529715,3.153943,-6.204843,5.335619,-0.960899,5.227137,5.405203,0.952789,1.884586,-2.375335,5.793515,2.93333,1.797139,0.352556,7.029372,4.43375,8.589738,-1.961541,-4.684356,-3.992077,5.207864,-3.026462,2.242669,-6.94834,4.383932,1.391368,2.221288,3.946028,5.40387,1.857112,3.411017,2.167236,3.043822,3.669336,5.17919,-1.644319,3.217329,-3.211818,2.17498,5.56008,3.400541,7.003455,0.224781,-2.823115,6.366841,6.782076,-3.147636,5.769418,2.761107,4.768371,3.214917,2.231906,0.854142,2.331092,1.729376,0.542328,7.517803,4.098589,-2.384042,0.416038,4.574736,5.681275,3.3367,0.550344,-2.439698,2.664471,-0.586097,4.147282,4.423549,5.245631,4.052946,2.709152,4.395812,5.877002,-4.095746,5.630645,6.032374,7.311185,2.250255,0.918715,5.761774,-0.228545,5.284545,4.55873,4.739778,5.110225,5.284526,5.109742,-0.620522,4.677481,2.270228,5.456969,0.786192,0.777518,-5.078417,0.746025,2.650339,3.312632,-0.997116,0.849096,1.355601,1.471517,4.402745,3.368347,2.312643,4.130054
LS-411N,lung,lung_small_cell_carcinoma,-0.765134,4.02212,-2.436643,4.640442,5.218028,4.21666,5.345625,8.232946,1.043018,4.704735,-0.987361,3.028866,6.118301,-3.288556,-2.390248,5.402612,4.506235,2.381805,3.30372,-0.978019,0.139913,3.265906,1.32921,-4.263594,1.756893,6.086778,1.468036,-0.698083,5.793704,-1.695578,3.322104,4.594081,4.242177,-2.941994,-6.484831,4.240418,-0.833697,5.715799,3.641063,-1.134648,2.42141,-3.27158,2.737834,0.340157,2.660004,-2.845899,5.871161,-0.36346,7.026323,3.881045,-5.55805,-2.312079,3.95293,-2.285074,2.013538,-3.745655,4.19162,-0.343235,1.509465,2.197002,6.280331,3.898164,1.789666,3.188817,2.343718,4.469168,4.838555,-4.828272,2.451873,-3.510519,7.427472,5.16799,4.126949,6.713286,-1.661418,-4.241563,4.927773,6.106975,-3.767424,6.030863,3.270971,5.717741,0.52949,4.117251,0.270013,-2.140548,0.690875,-1.133952,6.21963,4.158984,-1.675154,-0.393609,5.234009,6.646388,1.492645,1.803853,-1.945269,0.733871,-1.081812,5.025976,5.434619,2.308234,4.492436,1.446611,4.851059,2.84013,-4.938474,4.289549,5.750939,-0.178162,2.141535,-0.909171,6.298782,-2.556623,5.433032,0.419724,6.258346,3.409018,6.390684,3.544607,-0.549711,4.462469,5.933468,3.303683,0.218494,1.689821,-4.295303,0.098993,-0.549004,4.743865,-2.712757,-5.841008,1.037906,3.660504,6.540125,1.95368,3.610699,5.845917
LS-513,lung,lung_small_cell_carcinoma,-1.428748,1.673897,3.580079,5.66382,4.966485,6.300597,3.787029,9.58056,3.690122,5.137212,4.376242,3.79337,6.843968,-2.596096,1.596613,5.671082,5.972763,0.352003,6.431078,-0.288906,0.870765,5.193846,3.344347,-0.396614,1.461441,5.46698,4.563762,1.428221,5.353123,-0.240967,2.584509,7.406255,4.405275,3.366131,-3.232271,5.109664,-1.78934,6.795225,4.369327,0.221849,6.908447,-0.627225,3.118801,0.372887,8.703893,-3.672273,5.865047,-0.796321,7.522025,4.862751,-1.067784,2.92366,6.060879,-2.500806,3.790138,-3.412774,3.511079,7.227549,2.676229,4.418482,6.037004,2.940365,5.202164,4.184317,6.733268,5.99518,3.579295,-1.553312,3.469438,-0.11922,8.081482,3.291556,4.217878,7.089478,0.126779,-0.93979,6.61787,7.033199,-1.355296,7.258451,3.688373,6.460455,5.267003,0.847942,6.281491,1.470883,3.645758,0.163883,7.250009,5.039304,-1.95962,0.798718,5.091763,1.915489,0.719328,5.902772,3.580401,3.324534,-2.164296,2.652327,5.421646,3.338639,7.199913,3.09271,5.007066,6.982686,-0.70711,6.699372,7.300292,7.920625,5.30565,-0.882391,5.194636,2.151296,4.912244,1.648508,3.405634,4.805005,6.846601,7.215849,0.390668,4.870402,4.023162,7.406992,-0.500043,2.150599,-1.87112,3.881438,3.826804,4.947092,-2.92659,-0.72798,1.486587,6.861758,6.775575,3.880334,3.239211,1.831498
LU-134-A,lung,lung_NSCLC_large_cell,-1.949978,4.596414,-1.013848,4.337118,-1.602283,5.9809,2.589875,8.294261,4.131791,5.356844,3.908185,2.324013,7.040647,-2.862138,5.915478,5.711261,2.667253,6.27524,3.613228,-0.572793,0.500896,3.547123,1.463929,-2.440981,3.910471,5.974799,2.891234,0.471761,6.451891,0.044525,0.992066,7.059065,5.188773,3.733412,-4.908296,4.776874,-0.828805,6.542972,2.987805,-0.7704,6.69063,-2.097705,4.087682,5.477097,1.497898,-6.656178,8.247042,2.386467,8.769426,5.31327,-3.949459,-2.693013,6.764005,-0.476795,6.838132,-4.150678,6.180606,-1.206688,7.558931,3.464487,5.704407,-0.036002,5.129134,3.378463,1.879104,1.965808,4.282815,-2.128773,3.185762,-3.218261,7.947995,4.637041,5.883438,6.885851,-0.521042,-0.592476,6.626968,6.735892,-3.036178,5.249019,4.187816,6.29043,4.420467,0.589248,-0.560835,-0.753502,1.609451,-3.063511,7.618338,3.989927,-1.699017,-0.175403,3.931757,6.585477,0.82286,4.836137,3.407963,4.414284,3.302483,5.765779,3.779081,5.060689,6.699105,2.559549,3.954413,5.522027,-3.042198,5.082166,6.501415,5.719578,5.89559,5.377762,6.231832,1.116535,5.608337,1.466982,6.447837,6.549585,6.439603,7.061476,-0.211075,5.618277,3.957663,7.537588,0.344906,0.148381,-2.371423,5.321534,1.062156,4.903171,-2.878238,-3.052864,0.475169,6.548672,6.119288,5.124081,4.453654,1.34516
LU-135,lung,lung_NSCLC_adenocarcinoma,-1.095474,3.137847,,,-2.549381,6.439894,2.384597,6.934014,1.328405,4.366924,2.092671,1.180979,5.887976,-4.429768,,,3.166236,5.860973,4.169335,-1.399703,-0.073413,2.223508,1.20861,,3.418824,6.355859,,,6.000541,-1.038076,0.405224,5.100478,3.305566,1.809463,,4.828631,-1.384836,6.138967,1.944757,-1.671031,,,3.041885,4.936478,,-5.044487,,2.014759,4.90865,,-5.2833,-4.407327,4.689317,-5.535191,1.019518,-9.497984,,-1.645952,0.823382,4.086508,2.997474,1.045519,,3.190467,1.033062,,3.958296,,3.11123,-6.502551,5.122597,,2.005166,6.306204,-0.69301,,,3.561209,-3.588808,7.092474,,5.910743,,2.464774,,-4.14964,-1.703567,-3.746622,6.356698,3.429122,-2.020178,,2.863504,6.773251,4.732584,-0.428504,-2.229303,-0.035118,2.188138,4.148158,2.806621,,6.51843,1.665358,,4.763855,,,4.364392,,0.632017,5.613883,5.414447,,,,6.128938,6.13474,6.536084,,-0.139422,,,,-0.550704,0.725961,-8.080813,1.321639,,4.942423,-4.942046,-5.420291,0.102438,,,,,-0.354835
LU-139,digestive_system,large_intestine,0.708596,2.018044,-1.001602,6.025915,-1.584838,3.380139,,6.688807,5.88492,3.84904,4.040176,5.640216,3.144167,-0.664433,4.812895,5.136221,1.559888,3.00477,,2.536333,-3.758739,3.968454,3.842746,-3.11396,-1.187124,6.120489,3.978436,6.288348,,3.19697,,7.276152,4.321107,8.143893,-5.273372,2.783919,-0.781387,,,1.822863,3.868093,-2.031102,3.212254,3.976979,2.076819,-4.108081,5.181892,3.110852,5.214406,4.985971,-3.991121,-1.064447,,-2.113477,7.530353,-3.046154,5.440243,1.38846,2.557138,4.936499,5.781575,,4.144521,4.346521,7.392741,3.100901,5.148581,-2.723932,1.475329,-4.227264,6.394718,5.40371,,6.031272,0.676422,-2.042119,6.198845,,-2.552393,7.82612,4.0466,4.074583,2.557432,3.516326,-1.093322,-1.446412,2.188985,0.197546,5.925046,,-4.856944,2.948412,2.946848,5.151288,5.821583,3.993615,1.80561,4.786102,2.582586,3.156188,1.462175,5.513024,,4.600727,5.245051,4.363819,-2.815817,4.177538,4.457632,2.409256,3.265327,2.398862,5.46443,-0.972819,3.615923,1.068701,6.098526,1.774546,4.140853,2.642225,1.834834,2.529025,5.579013,6.483953,,-2.93236,-3.392248,3.94032,1.530037,-1.638087,-4.262934,-2.939814,-0.194973,6.267964,7.170082,1.925259,4.362766,1.342021
LU-65,nervous_system,glioma,4.836235,5.400577,2.63153,7.765329,5.325574,6.63025,6.699212,10.161742,4.591697,5.406013,4.309216,2.841505,6.259485,-1.598939,2.922874,5.262206,6.61369,5.724995,6.622743,5.907145,5.484391,5.672562,0.798632,1.595405,4.344933,6.928395,5.338131,1.503726,6.677722,0.765707,6.68988,4.746876,4.685692,2.968734,-5.142933,5.349463,-0.935885,6.339092,6.914392,5.981702,6.740246,-0.601271,4.615924,5.778054,5.670796,2.754439,7.297624,5.847113,7.768086,5.770939,0.673553,-1.060168,3.57321,1.350033,4.149796,-3.862535,5.758914,3.427784,3.460731,4.928843,6.904543,6.242644,5.819594,0.728237,5.12086,5.766784,5.340205,0.087883,4.14378,-1.191337,6.030908,5.452997,4.746243,6.679572,0.506979,1.414602,6.255476,5.72175,-1.903348,6.211763,5.059828,6.357059,0.120028,6.55954,1.423907,3.594195,1.537294,0.012396,7.508233,5.555034,3.639557,1.304841,6.070261,6.865668,2.771137,3.773965,0.089936,4.400648,3.053533,6.284795,5.776177,5.556524,3.37044,2.331592,5.721559,6.211997,-2.016903,6.231458,5.683332,2.402116,3.25965,6.341059,6.462482,1.751585,5.474912,1.855869,7.298194,6.504765,6.80709,5.929604,5.398496,3.290397,5.262623,6.986184,3.428348,2.947637,-4.768789,3.769816,6.300154,5.706736,2.726415,-3.709464,7.069307,6.259478,6.136547,6.142274,2.870771,6.520658
LU-99A,blood,haematopoietic_neoplasm_other,-2.77464,1.99491,,,4.988176,5.849132,1.949799,10.370053,5.126709,4.536474,-0.166039,2.1445,5.293441,-2.619108,,,3.831511,4.983454,3.766035,1.461738,-0.252968,4.65381,2.234769,,3.626287,5.301213,,,6.40171,-0.806195,1.892059,6.433319,4.740417,-5.468024,,4.333972,-2.330588,6.456373,5.526282,0.01379,,,4.867003,1.734221,,-5.558687,,-1.322655,5.280879,,-4.258187,-1.920366,6.314107,-0.01904,3.725968,-5.234571,,0.886953,0.212471,3.181618,6.457426,1.495283,,4.532603,3.632248,,3.796667,,3.185694,2.212378,6.352358,,2.520619,5.999324,-0.30154,,,4.501975,-2.855025,6.288377,,5.813868,,1.966164,,-1.2952,-0.58252,-1.495053,7.064646,4.755583,-2.143804,,4.739089,3.555369,1.244458,2.930691,-0.243177,4.553425,1.650874,3.3163,4.697487,,6.40326,3.302311,,5.429261,,,5.51586,,4.703817,1.376101,5.574345,,,,5.959353,6.106043,4.827102,,0.259013,,,,-1.295489,-2.079979,-6.603071,1.958777,,4.845309,-3.871369,-5.076907,1.880974,,,,,3.057903
LXF-289,nervous_system,neuroblastoma,-3.995533,3.6931,-1.718129,-0.278162,3.324833,4.879013,3.696069,7.014798,0.565697,2.732448,2.12339,4.548037,5.237857,-3.623737,3.801895,1.138182,4.330299,4.871016,1.402155,-0.722993,-1.149932,1.096735,2.405582,-4.034439,3.033743,3.288225,2.210198,0.439373,5.088918,1.556971,-0.12054,2.597085,4.850074,-0.439669,-8.221433,1.21579,-1.726668,6.846348,4.60934,-1.422368,2.358663,-1.805168,4.016502,1.661657,2.608593,-3.921677,4.940078,-1.303401,5.560553,-3.229952,-6.835301,-2.214181,5.793097,-3.774065,2.196905,-8.39113,4.435343,0.730068,1.678792,3.526942,6.602773,-0.340471,4.276925,3.97117,0.337558,2.858483,2.615423,-4.121673,3.460414,-5.709648,8.257316,4.300396,1.968358,5.486998,-0.226489,-3.550031,6.111362,2.48702,-3.118735,6.099786,3.046332,6.056049,-2.649944,-0.299486,-0.041851,2.62886,-1.109724,-2.893647,7.498103,1.760004,-3.698666,0.030292,2.143012,5.235238,3.684077,0.722502,-1.347694,5.887784,-1.67646,0.585665,2.290929,3.323304,3.63771,0.948848,2.988856,3.968864,-4.805554,4.075183,3.988393,7.110278,2.029885,0.728141,0.486563,0.549672,4.730658,-0.023041,4.720298,4.272628,6.489138,2.411857,1.185268,3.448374,1.004262,3.450121,-2.619394,-3.070532,-11.92218,1.417363,-0.906202,3.366357,-5.201554,-5.363462,0.474059,0.24103,5.321562,2.650346,1.687701,0.554266
LoVo,blood,B_cell_lymphoma,1.640686,0.92018,,,2.582586,5.764997,4.37186,8.398896,1.588938,4.385815,3.215999,0.992479,5.001462,-3.235799,,,4.215033,0.060443,-4.022279,-1.822232,-1.599377,2.830196,0.957573,,0.745724,6.305802,,,4.083319,0.417046,2.638227,1.777631,4.632031,-2.64266,,0.681474,-3.369495,4.16168,2.115574,-3.446283,,,2.725622,0.381166,,-4.204524,,-0.398633,6.857917,,-3.542773,-2.503259,2.768403,-2.543949,1.352973,-6.294138,,0.723099,0.69495,2.755419,5.835124,-0.251158,,4.46299,2.293839,,4.522521,,-0.151917,-5.164829,5.539945,,5.381486,5.898055,-0.828621,,,1.936204,-4.236164,6.074302,,4.750767,,0.281668,,2.620628,1.442167,-0.842383,6.981676,-0.142157,-3.028167,,3.873286,1.794462,5.093699,-0.308038,-2.439549,5.084508,-2.728907,1.800162,4.538072,,5.379886,2.192286,,3.102072,,,3.914858,,1.517369,-0.925704,5.555174,,,,2.593545,4.590633,5.010671,,0.289002,,,,-1.826775,1.180025,-4.561676,-1.423312,,5.28594,-5.111776,-4.840646,0.640856,,,,,2.353996
M059J,breast,breast,-2.404909,4.224449,,,2.547312,5.789942,4.95811,7.707644,3.60085,4.535238,1.163692,3.480245,6.235983,-3.798106,,,4.345353,4.592739,2.47173,0.066046,1.023593,3.966045,1.043936,,3.93232,6.905238,,,4.685047,0.722772,0.31956,5.040233,4.4801,1.326286,,5.304668,-6.214853,6.237705,5.954384,-0.662276,,,2.36182,4.486055,,-5.497968,,0.600466,6.293661,,-5.998149,-3.462006,7.141078,-3.884827,2.571389,-6.617696,,-1.01058,1.782495,2.023592,6.4653,3.201258,,3.524887,4.270505,,5.27261,,2.790182,-3.859287,5.519649,,2.650483,4.999289,-0.076631,,,6.973517,-2.874628,6.19816,,6.060935,,2.873735,,2.716279,0.330963,-2.296629,2.699755,4.464976,-2.755389,,5.225221,6.073311,5.57048,2.849221,0.306251,4.458046,2.747911,6.200353,4.775402,,5.158737,1.880419,,5.455186,,,2.328018,,3.19813,3.503704,6.390561,,,,4.631113,6.522462,6.586263,,-2.008482,,,,0.265475,-2.139042,-4.529681,4.132605,,4.961225,-4.19548,-4.264722,1.659674,,,,,2.277879
M14,breast,breast,-2.536719,0.52729,,,4.708276,5.921642,4.979921,7.8162,4.651992,3.661021,3.76859,3.347236,6.028442,-1.523111,,,6.201053,-3.299888,3.026506,-1.933564,-0.751402,3.615346,5.13503,,3.787212,6.598505,,,4.126414,1.885342,1.653335,3.981212,3.92155,1.170797,,1.50139,-4.471378,6.172747,5.745615,-2.984636,,,3.140404,-1.866399,,-4.400477,,-0.542689,7.528241,,-6.050063,-0.099523,5.694591,-2.101196,2.398469,-3.288034,,2.07259,4.421607,4.1829,6.638268,1.195931,,3.908521,6.506123,,5.252943,,3.236509,-0.664256,7.574073,,4.080666,5.47286,-1.07308,,,4.995027,-1.210104,6.886802,,6.334469,,3.15311,,0.664223,2.762865,0.290877,5.971882,2.567521,-2.812747,,4.735448,6.489642,4.324564,1.997266,-0.776981,5.075772,-6.53754,3.495793,4.524321,,4.895539,5.099747,,-1.525239,,,4.476456,,5.854275,-3.554226,4.817425,,,,6.622413,-2.516088,6.166946,,0.400577,,,,1.039405,-0.76989,-4.26877,6.36307,,5.076301,-4.764444,-3.857548,0.982054,,,,,2.467863
MC-IXC,breast,breast,0.353264,0.912569,,,2.545675,6.041338,1.265888,7.482906,0.721078,5.154795,0.704449,2.524568,-1.868466,-4.053591,,,1.290315,6.02115,3.37825,-2.05235,-0.318583,3.375422,3.931218,,2.457263,5.384325,,,5.305462,-1.715009,1.06309,2.076124,4.621278,1.097589,,4.034456,-4.257129,3.473532,2.566227,-4.308447,,,3.997033,5.833707,,-7.575184,,-3.184233,4.571914,,-7.428369,-2.689663,3.425065,-4.937779,1.684734,-5.7905,,-2.161755,0.919859,3.726027,2.503831,2.004141,,3.275819,3.701253,,4.899565,,0.972494,-6.090412,5.080183,,1.057068,6.862103,-2.065823,,,4.949221,-2.996822,6.852404,,6.206408,,2.013003,,2.252648,-1.323187,-7.35719,6.373528,4.585423,-2.658115,,5.37132,4.609527,0.688034,0.23102,-1.064198,1.630949,2.25458,5.425896,5.398666,,4.611304,3.513498,,4.37853,,,0.108965,,2.949235,4.073741,4.416335,,,,4.224602,5.810911,6.691099,,-0.94834,,,,-2.585868,0.70879,-3.280378,1.015926,,4.541708,-5.814118,-6.511864,0.164508,,,,,2.696952
